Index,loudness
1860,-13.533
1861,-12.307
1862,-7.495
1863,-13.476
1864,-11.383
1866,-8.415
1867,-7.896
1868,-11.958
1869,-4.242
1870,-6.102
1871,-8.556
1872,-2.191
1873,-16.589
1874,-4.296
1875,-5.315
1876,-14.573
1877,-12.546
1878,-10.295
1879,-13.515
1880,-11.852
1881,-6.18
1882,-3.765
1884,-6.811
1885,-5.142
1886,-6.115
1887,-10.133
1888,-7.078
1889,-16.45
1890,-15.121
1891,-11.031
1892,-3.6
1893,-13.484
1895,-11.378
1896,-15.953
1897,-8.086
1898,-10.166
1899,-8.884
1900,-6.917
1901,-11.514
1902,-12.421
1903,-18.626
1904,-9.642
1905,-11.749
1906,-12.921
1907,-4.942
1908,-9.423
1909,-10.879
1910,-7.465
1911,-16.71
1912,-13.434
1913,-11.29
1914,-7.301
1915,-8.763
1916,-6.367
1917,-3.237
1918,-15.242
1919,-5.973
1920,-2.741
1921,-1.927
1922,-6.986
1923,-2.988
1924,-4.602
1925,-4.556
1926,-10.453
1927,-16.865
1928,-13.706
1929,-18.054
1930,-9.451
1931,-9.366
1932,-9.733
1933,-8.158
1934,-13.758
1935,-10.525
1936,-9.279
1937,-6.378
1938,-5.227
1940,-5.911
1941,-10.65
1943,-10.152
1944,-12.118
1945,-7.033
1946,-13.322
1947,-17.9
1948,-7.797
1949,-8.518
1950,-12.346
1951,-10.285
1952,-7.494
1953,-10.412
1955,-13.143
1956,-8.209
1957,-11.428
1958,-18.581
1959,-18.7
1960,-13.006
1964,-5.676
1965,-10.67
1968,-12.283
1969,-6.183
1970,-6.99
1971,-10.386
1972,-7.446
1973,-4.098
1974,-3.587
1975,-8.366
1976,-4.029
1977,-3.378
1978,-12.908
1980,-3.246
1981,-9.559
1983,-8.662
1984,-10.919
1985,-5.992
1986,-6.924
1987,-9.13
1988,-9.532
1989,-12.577
1991,-8.666
1992,-8.202
1993,-4.618
1994,-18.169
1995,-13.027
1996,-5.75
1997,-5.938
1998,-7.83
1999,-3.132
